Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
INS.E.019.ST,0.22864900231143,0,0.119278615142217,1.21631487916101,0,0.487862173622457,0.375930483924917,0.40514048828965,0,0,0,0.484775170294345,0.0683400817643614,0,0.654834089234011,0.663057068178002,0,0.142907586263186,0,1.10355125245899,0,0.0422868708739493,0.07,0.120608395134975,1.05906107588923,5.99292776151852
INS.E.021.ST,0,0.0230154092858975,0.019990885140969,0.0895201096029821,0,0.11859709819694,0,0.0450726446064496,0.00346142458689552,0.0109445211787826,0,0.0255755498148479,0.210327726681005,1.89512394939736,0,0.853571233742258,0.12000817888368,0.00665454430279242,0,0.309504574177575,0,0,0,0.383081583774556,0.95435870040852,3.73136784959844
INS.E.022.ST,0.0170340734522951,0,0.0854183705245846,0.0930760467941288,0,0.268347216125704,0,0.280111278479768,0,0.0317351491888856,0,0.100946030098295,0,0.0258078878452878,0.125517170487695,0.637485568062567,0.256326676661936,0,0,1.36523844744248,0,0.0380347990789508,0.11,0.086011709938475,1.10716027000618,3.32507871424258
INS.E.023.ST,0.0843453043237802,0,0.0995602479113352,0.113871107369859,0,0.407190118743274,0,0.339299914662373,0,0,0,0.256760280503269,0.0242128458816619,0.0363312628096894,0.378634500500703,0.274978681906185,0.153719561979945,0.095483373172928,0,1.46208370521742,0.0109720429131223,0,0.0600000000000001,0.128908585039733,1.08898098973504,3.73744294789555
INS.E.024.ST,0,0.0187141527809032,0,0.0946536739626022,0,0.677330784675458,0,0.180018371195993,0,0,0,0.297938544492573,0.0429307332897808,0,0.00502355760281307,0.275194817285645,0,0.0389869749131213,0,1.41802494093608,0.0639320646815534,0.0202598972439618,0.04,0.154837351047567,1.10109937126963,3.13300851306048
INS.E.026.ST,1.49546355948632,0,0,0.754028057679348,0,0.356780958385383,0.164418190683223,0.558768884722916,0,0.107877213809495,0,0.404217121086564,0.0755125243836554,0,0.578072279626938,0.452487403578033,0.518184406724176,0,0,0.758090153382726,0,0,0.01,0.271361691741633,0.981059916971084,6.22390075354878
INS.E.028.ST,0,0,0.148464102326845,1.38607998475255,0,2.78641374015726,0,0.682269530129872,0,0.222072715862617,0,1.23742825769295,0.101084596771829,0.235371516945139,0.109488488255384,1.7876205544297,0.240640075039264,0.737724873830296,0,1.64890086468001,0.0429520150769094,0.0659501713193554,0.2,0.0650277034476782,1.07998312714964,11.43246148727
INS.E.029.ST,0.0260434174429022,0,0.0490373379301102,0.274376986575459,0,0.548705757374154,0,0.23787654869635,0.0714108825483966,0,0,0.459336142511672,0.295130591122589,0.107477268904901,0.201522181259375,1.73746032998065,0,0,0,4.75909519568951,0,0.182845049108756,0.08,0.101799340066139,1.15809518895683,8.95031768914483
INS.E.033.ST,1.03615631143325,0.895527586819274,0.640143085046143,2.32984509502753,0,1.4255900032509,1.11908674938399,1.68140233635048,0,0.325796223034994,0,1.58446998886047,0.3087763021053,0,1.10311430088715,1.01823404947976,0.0350915805906833,0,0,0.52701787136642,0.0390082728352131,0,0.02,0.220467837168917,1.01249892609266,14.0692597564716
INS.E.034.ST,0,0.113978552419341,0.0413457975303293,0,0.193322117752938,0,0,0.0886999276944282,0,0.147835093624108,0,0.0288526717997481,0.0271600640794244,0,0.0109775352298832,0.361657830701484,0,0.00731840334974538,0,0.390580658058057,0.00686963302191213,0,0.39,0.0339637968856587,1.09157223528745,1.4185982852614
INS.E.035.ST,0.13688645426586,0,0.0556513024003835,0.533382172460672,0,0,0.192992429747231,0.225440501612515,0,0.09458452223807,0,0.108969183272161,0.0653225964127472,0,0.0682828567158953,0.265577569798285,0.0372906200865751,0.0106064399561672,0,0.231693245631392,0,0,0.55,0.0053112789515339,1.09860820674422,2.02667989459795
INS.E.036.ST,0.250132223842169,0,0.0176534194626965,0.204572496143297,0,0.34830556315114,0,0.0560944098869999,0,0.202368736595408,0,0.100973925621625,0.0317148200579397,0.0401332929473222,0.00429429293736137,0.832592480037326,0,0.081851023422649,0,1.55715791478943,0.0140851940582168,0.137519212616765,0.02,0.226710135682842,1.03161913908171,3.87944900557035
INS.A.007.C2T,0.461498773153023,0.0909435886470112,0.0195975831804345,0.777960267349655,0,0.932979599792777,0.150740762861547,0.87977106312157,0.0211490651484476,0,0,0.329014788803837,0.00418221672688142,0.114070628694148,1.03045543938558,0.727387621859479,0.546247109818048,0,0,0.872074920597238,0,0.0122190758332828,0.07,0.1155559492334,1.05021199350205,6.97029250497296
INS.A.010.C2T,0.115700724505969,0,0.0937759197233783,0.212862003864248,0,0.605766718769836,0,0.133486951660821,0,0,0,0.184809086697796,0.17070338173799,0.579965160772309,0.198130162337655,0.591484514482196,0,0.197774270770096,0,1.49267841266284,0,0.0543524338545633,0.0600000000000001,0.136362132510202,1.06094463022682,4.6314897418397
INS.A.011.C2T,0.116262860294728,0,0.551417195758921,4.94845790463508,0,0,2.08380334665004,1.06884679140674,0,0,0,2.17562840847106,0.162393173454325,0.0968784194164308,0.535852473883983,2.33309834764862,0.27338287535903,0.157048328547205,0,4.07268493458796,0.0464889222417354,0.122058231004246,0.18,0.0671482905188453,1.09389827605565,18.7443022133601
INS.A.012.C2T,0,0,0.388760443633261,0.017292224020376,0,1.56934788937061,0,0.58938669583806,0,0,0,0.21615020138454,0.914199278102617,2.52294270471513,0,1.149063543174,0.0836146108730414,0.564478830092553,0,4.16820556896111,0,1.36702316579795,0.38,0.0352569319756464,1.11281820743444,13.5504651559632
INS.B.014.C2T,0.866886742658841,0,0.274475626485754,1.86177661739728,0,1.14897500008445,0.488725281131986,0.436154450960201,0,0,0,0.491885407619528,0.240924506946827,0,0.155150105160347,0.968660493487694,0,0.309935929695641,0,0.156845861741125,0.0615689238467901,0,0.02,0.247502244342786,0.993872968970286,7.46196494721646
INS.B.015.C2T,0.167883291529571,0,0.100377077359278,0.587750936589487,0,0.192913729088996,0.49468955765805,0.531799485588346,0,0,0,0.246860854107179,0.630600127785756,1.02757487321598,0.371719760246514,0.494348031408861,0,0.0269976238091905,0,0.430546380803237,0,0.135651303419452,0.0600000000000001,0.12365971818652,1.03381900587235,5.4397130326099
INS.B.020.C2T,0.228287751184248,0.155107269485333,0,0.336101927268083,0,0.532995552139914,0.130576126981872,0.360624218976552,0,0.366204363233661,0.0391640094342978,0.0685252864661204,0,0.398823480225296,0.727216260449638,0.199254744788013,0,0,0,0.601086943302325,0,0.0518616872364084,0.04,0.162462667143299,1.03781636334924,4.19582962117176
INS.B.021.C2T,0.332279221718996,0,0.284924187556364,1.50187082029283,0,1.69270536752897,0.0457275809055122,0.829576571720313,0,0.475811325879903,0,1.14600331140378,0.0451745135183598,1.77980955542809,0.853737768315373,2.7079853042735,0,0,0,1.58158184614741,0,0.139347894464788,0.13,0.0764357010960095,1.06544725496606,13.4165352691542
INS.B.022.C2T,0.165617514386209,0,0.116996765985807,0.624053248600577,0,2.12819504886502,0,0.401682807509154,0,0,0,0.695796014189225,0.244155133982021,0.752929837569789,0.760589377880239,0.775381094715995,0,0,0,3.37000254713725,0,0.0847371279708982,0.25,0.0559726488864967,1.11003692959304,10.1201365187922
INS.B.023.C2T,1.03682054605188,0,0.017963822131556,1.38546355340289,0,1.5900750489699,0.0914169809526715,0.270727898631806,0,0.338904163461045,0.30402331123753,0.0473570880572257,0.774211791527161,0.754453046965814,0.528095361765836,0.309961330893337,0,0,0.0894420328035233,0,0.0656664136585669,0,0.02,0.230325971684298,0.999148590066895,7.60458239051074
INS.B.024.C2T,0,0,0.0853053213697671,0.95920335680905,0,1.26854832594261,0,0.192934763047953,0.0140685569523795,0.171047276359509,0,0.107716255493201,0.0111354542784936,0.103537101063542,0.27470061496637,1.32250546768362,0,0.209923461794758,0,1.05530238264924,0,0.116235119282826,0.0600000000000001,0.136236281929128,1.04076365860852,5.89216345769331
INS.C.001.C3T,0,0.0435678522648505,0.0062387869190797,0,0,0.837786302556753,0,0.317480709268118,0,0.0845296458466153,0,0.40394361352127,0.0585322428103157,0,0.295490104487432,0.247874691085267,0.0182089647616634,0.0192961465141407,0,1.80484088016126,0.0908299721006489,0,0,0.388027123402442,0.95138980349187,4.22861991229741
INS.C.010.C3T,0.0804993026783834,0.109707475578439,0.00550610469373553,0.693230967181539,0,0.520903120385985,0.13816753081117,0.234066890777255,0,0,0,0.00878762012203814,0.0456402150426314,0,0.161072203900309,0.106201217830021,0.057815025114717,0.0355721121358316,0,0.044827150696595,0,0,0.03,0.175318923891526,1.04735648474138,2.24199693694865
INS.C.013.C3T,0,0.0487610242812739,2.24780991556635,10.4482047875435,0,0.960838013358155,2.49700084144979,2.39207630160619,0.179388977048383,0.970121556656144,0,2.05646491221854,1.38009356707143,1.48190133413998,1.11402198499919,7.43275015083759,0.114865952406767,0,0,0.051425259676655,0,0.37432671816421,0.0600000000000001,0.135664104462092,1.04169454236711,33.7500512970241
INS.C.017.C3T,0.389187633763184,0,0.0775237875585047,1.17363201014026,0,1.49099207916062,1.5228613753249,0.647927601447448,0,1.62083971380092,0,0.153929746194314,0,0.414208820041523,1.2303174565452,0.921612169933396,0.558195969036181,0,0.146991888230576,0,0,0.00399247363033745,0.04,0.161941192775221,1.03228029191191,10.3522127248074
INS.C.018.C2T,0,0,0.0420248217662458,0.167765739148939,0,2.42459405274485,0.929403223783088,0.282628570626826,0,0.851947216081526,0,0.103330395798084,0,0.16824658130915,0.59910536526503,0.760950698077163,0,0,0,0.430757504698813,0.0275143612196184,0,0.02,0.214505397427344,1.01251332237931,6.78826853051934
INS.C.020.C2T,0.150785062978074,0,0.0989013378367115,1.36977330906093,0,1.34221437234069,0,0.831617581484082,0,0.0393519364551173,0,1.05358018026839,0.21089024489424,0,0.845432778785756,0.999776691151213,0.0450412676785599,0.03988675475343,0,2.98268942759066,0.233749283824873,0,0.07,0.112205556185485,1.08145141314204,10.2436902291027
INS.C.023.C2T,0,0,0.00135506647731718,0.080366697361902,0,0.310243400511748,0,0.0591930202933117,0,0,0,0.154985767097494,0.0637979997373602,0,0.000283686770488068,0,0,0.0145402877442671,0,1.38584596493281,0.0227492494294778,0,0.0600000000000001,0.122933231446512,1.21639582348377,2.09336114035618
INS.C.024.C2T,0,0,0,0.114584651978643,0,0.393520323058751,0,0.0848019123135059,0,0,0,0.158101075183715,0.0388200421250528,0,0.00593565990369323,0.0717871494198063,0,0.0253915695489369,0,1.62357182583439,0.0220067900662463,0.00647583272944555,0.02,0.202890379110632,1.14539278444608,2.54499683216219
INS.C.025.C2T,0,0.043767509051782,0.00112653157209141,0.168964131250431,0,0.201326271295569,0,0.252582450979344,0,0.004138379918372,0,0.232170630129913,0.13247920620707,0,0.0200897023555458,0.491532020722087,0.00419922739097865,0.0315893223848788,0,2.24332446202845,0.0690471897140355,0.00105494996369427,0,0.424225629715013,0.956595779038843,3.89739198496424
INS.D.003.C3T,0,0.696944909164995,1.00635317851304,2.64318434438098,0,0.466698783843441,0,1.16937977973084,0,0.0902936622365022,0,0.889672673033147,0,1.31727154350349,0.097438804960904,2.00270975263271,0,0.110414315967,0.350006854016199,0.596199696202028,0,0.0202675525103533,0.02,0.219001203415424,1.00116046172166,11.4568358506956
INS.D.006.C2T,0.0714860456344815,0.245647572530184,0.0377011621111098,3.08784773521261,0,0,0,0.685130334303366,0.0996732954586232,0,0,0.700437700178339,0.245912156683521,0.0079390260437016,0.124689245373026,3.30204454507794,0,0,0,0.847868601883144,0,0,0.05,0.145477004565164,1.04108912729152,9.45637742049004
INS.D.007.C2T,0.896399632646093,0,0,0.712401486118537,0,1.51435290504248,0.0332192325446141,0.533105527858417,0,0,0,0.3193573127993,0.151465133729909,0.375665007206485,0.913575924951732,1.06237040432303,0,0,0,0.785612123152553,0.0195774248267648,0,0.03,0.192891654299771,1.0140697186802,7.31710211519992
INS.D.008.C2T,0.129509159804048,0.00405261949785088,0.0219163552045776,1.01180006306709,0,1.07408196660153,0.297624846110161,0.902262012924111,0,0,0,0.494917312988491,0.239356242181451,0,1.00130301539135,0.667935296506218,0.0251942822799045,0.0872014226143005,0,1.12961360105221,0.129313186487927,0,0.01,0.255047099782142,0.995212322461944,7.21608138271122
INS.D.009.C2T,0.11002781476352,0.00444178978711028,0.0290589003116299,1.40516359013548,0,1.86112397686818,0,0.627605978015873,0,0,0,0.566029479069331,0.0184885422881872,1.20323511713263,0.242743746363598,3.41141737092467,0.128192182569153,0,0,1.43530560801848,0,0,0.07,0.106714938611037,1.05348397039199,11.0428340962478
INS.D.013.C2T,1.98594715044566,0.912853008815019,0.0275936305280129,3.43759008491195,0,0.227348110863286,1.61885174064343,1.45326603705366,0.0213625164097471,0,0,0.456061557858023,0.218447559287402,0,0.919793816051751,1.95985083577003,0,0,0.34787107477732,0,0,0,0,0.321588634259708,0.956368373417394,13.5868371234153
INS.E.002.C3T,0.0929939085194006,0,0.0137534084551973,0.584435559193691,0,0.825574105387364,0,0.301538913383856,0.148021571210532,0.284197652084395,0,0.772240243526752,0.0619125709280497,0,1.09372739506685,0.744559665936607,0.512474660945493,0,0,4.34261717467463,0.096105915829399,0,0.01,0.296433844219657,1.01337484265793,9.87415274514222
INS.E.003.C3T,0.655970923594232,1.10632047464826,0,0.208259984519875,0,0.382271066275508,0.078231962104501,0.152468342936989,0,0.117211489732361,0,0,0.0262592576351979,0.211176110261329,0.154973610781812,0.0776867919188808,0,0.147708153851356,0,0.600846827605979,0.0124652034749694,0.0462633491194205,0,0.410057440237453,0.918502217965342,3.97811354846067
INS.E.004.C3T,0,0.012457831853995,0,0.0711452446590704,0,0.410760214990208,0,0.137233539214833,0.00498668838504252,0,0,0.103361647698959,0.188501378503899,0,0.0118548408954115,0.241812563987,0,0.0543379558712816,0,1.93643390589006,0.00640457861669083,0,0.02,0.217630696834538,1.11261898410056,3.17929039056645
INS.E.011.C3T,0,0,0.00307693353895279,0.60483804699607,0,0.148634651678448,0,0.217012755571282,0.0180298166965844,0.000658341009048159,0,0.268747406501438,0.0431893352673777,0.649534675170393,0.111698777161504,1.31682865371943,0,0.19295489103148,0,0.756989874943137,0,0.0182454472415996,0,0.346816896604007,0.946528534965014,4.35043960652675
INS.E.013.C3T,0.119793546323947,0,0.0437893720322842,2.03246204570767,0,0.141772553723724,0.0368503941113019,0.828742753814135,0.0414843274356631,1.13202758918101,0,1.29087105212771,0,0,0.164351751284129,0.080823513568176,0.00404033932389835,0,0,0.838719736942798,0.0893603602455582,0,0,0.424006818454766,0.93824142012088,6.84508933582201
INS.E.016.C2T,0.0227480422253479,0.00478354597430429,0.00408883116834393,0.53584312092446,0,0.0632051580487541,0.0262515732422384,0.277934033803783,0,0,0,0.165051241127989,0.116438507376088,0,0.0739244227969264,0.176477252127447,0,0,0,0.555624667567718,0.0995477136404711,0,0.31,0.0417605110431702,1.10857451986497,2.12191811002387
INS.E.018.C2T,0,0,0.0487384069506542,0.935330237597652,0,0,0.837507866336234,0.230557569159537,0,0,0,0.288665431389975,0.166295739751667,0.20484895367542,0.159060841482641,0.805456007642804,0.0983415871909022,0,0,0.574680091883798,0,0.0419239472460857,0.01,0.25493077062658,0.984063906411575,4.39140668030737
INS.E.020.C2T,0,0,0,0.363616967438082,0,0.376409191151891,0,0.324983207282437,0,0,0,0.173748285750006,0,0,0.113566651211914,0.369968416188931,0.557231633539581,0,0.362719375414816,0.0562258364164447,0,0.065952622326059,0.41,0.0251769197931602,1.07102767074387,2.76442218672016
INS.E.022.C2T,0.0233094049707532,0,0.0776576759850438,2.66546600937827,0,0.440293517697209,0,0.678728772262614,0.150151265002952,0.538675445909888,0,2.08770907834065,0.177205445927338,0.0523151215402851,0.229354322818045,1.23827669227789,0,0,0,1.74789502781286,0,0.158188004421872,0.01,0.304181218459539,0.994921040409689,10.2652257843457
INS.E.023.C2T,0.0960118254803331,0,0.13313081999187,0.115889714090085,0,0.0082763937434161,0,0.148059018527938,0,0.0144168922879911,0,0.098076824760142,0.0185465407468563,0.25323598135772,0.104028978685852,0.366786280059525,0.0563683313426724,0.0562692529291104,0,1.35548257053792,0,0.00444700407383064,0.04,0.148072114983317,1.10565038776597,2.82902642861526
INS.E.027.C2T,0.0421453424621283,0,0.0207438663413673,0,0.451182144040148,0.756884600268139,0.132734756286211,0,0,0,0.644964287191706,0,4.13287352568743,0.211760798726724,0,0.077528283070046,0,0.0188172109364727,0,0.109797475667984,0.104340324104594,1.11275668906415,0,0.77325546972406,0.66566116172945,7.81652930384711
INS.E.028.C2T.L,0.0516969653236333,0,0.150670469721483,2.30691734321414,0,1.74299761866044,0,1.03242974790328,0,0.455906322865327,0,0.937337610962082,0.00717385177352849,0.73723929399782,0.411492912290812,1.9362049469124,0,0,0,1.0988272196103,0,0.133982018809028,0.18,0.0674599368075556,1.0823135232233,11.0028763220443
INS.E.028.C2T.R,0.477013689655673,0,0.160607027662052,0.602892734203072,0,1.97662207955845,0.126831580185306,0.559753670895267,0,0.179103229831944,0,0.194603902927465,0.980687769411071,1.76481059909087,4.3559688694268,2.22021967238509,0.23927358793682,0,0,1.56147019578,0,0.426077140135471,0.13,0.0761680834835686,1.10040959618091,15.8259357490854
INS.E.032.C2T,0,0.0325430529276002,0.00497323933794265,0.00386093377658729,0,0.126916416420482,0,0.213185902100775,0,0,0,0.0810129311609894,0.0029845482010294,0.00256500600136672,0,0.528042925885258,0,0.300723396613881,0,1.23802946818608,0,0.0187668215597413,0.13,0.0754403455534961,1.14798281379376,2.55360464217173
INS.E.034.C2T,0,0,0.0170638655364199,0.178872999868673,0,0.0520052070925816,0,0.267087907535445,0,0.177353324517547,0,0.286640057876748,0.0130196069111774,0,0.215778932641665,0.419905683137683,0,0,0,0.805721274104979,0.0125676303136786,0,0.15,0.0737873647084774,1.11794199328876,2.4460164895366
INS.E.035.C2T,0.0613874835110767,0,0.111167141985683,0.318804643800632,0,0.360976222378623,0.306477375750117,0.471063303676214,0,0.142747318900851,0,0.241008232441921,0.0735039040746673,0,0.282152575897537,0.0891635593037812,0.0175031808569295,0.00742834482405537,0.291457073290875,0.065237206528584,0,0.0128030485930733,0.13,0.0775661378660565,1.07382787978221,2.85288061581462
INS.E.036.C2T,0.088939750124895,0,0.0190719616886195,0.659665600862011,0,0.443235518844854,0,0.206385547408886,0.0720696049567738,0.196706818753448,0,0.330259470765725,0.243560110902563,0.36034464082184,0.12948492645567,1.47380385116062,0,0,0,1.50674554044704,0,0.27696525318917,0.01,0.261796286784355,0.990184792521965,6.00723859638211
